	0
2010Dec25_22	6
2010Dec25_23	4
2010Dec26_00	4
2010Dec26_01	2
2010Dec26_03	2
2010Dec26_04	2
2010Dec26_05	1
2010Dec26_06	2
2010Dec26_07	2
2010Dec26_09	2
2010Dec26_10	2
2010Dec26_12	5
2010Dec26_13	3
2010Dec26_14	5
2010Dec26_15	1
2010Dec26_16	1
2010Dec26_17	1
2010Dec26_18	15
2010Dec26_19	3
2010Dec26_20	9
2010Dec26_21	2
2010Dec26_22	6
2010Dec26_23	8
2010Dec27_00	1
2010Dec27_01	2
2010Dec27_02	3
2010Dec27_03	4
2010Dec27_05	2
2010Dec27_06	1
2010Dec27_07	2
2010Dec27_08	3
2010Dec27_09	3
2010Dec27_10	1
2010Dec27_12	4
2010Dec27_13	6
2010Dec27_14	9
2010Dec27_15	9
2010Dec27_16	3
2010Dec27_17	6
2010Dec27_18	5
2010Dec27_19	11
2010Dec27_20	4
2010Dec27_21	3
2010Dec27_22	2
2010Dec27_23	8
2010Dec28_00	8
2010Dec28_01	2
2010Dec28_02	7
2010Dec28_03	3
2010Dec28_05	7
2010Dec28_06	1
2010Dec28_08	1
2010Dec28_09	1
2010Dec28_10	2
2010Dec28_12	1
2010Dec28_13	5
2010Dec28_14	8
2010Dec28_15	5
2010Dec28_16	5
2010Dec28_17	8
2010Dec28_18	2
2010Dec28_19	6
2010Dec28_20	3
2010Dec28_21	8
2010Dec28_22	2
2010Dec28_23	2
2010Dec29_00	3
2010Dec29_01	5
2010Dec29_02	6
2010Dec29_03	2
2010Dec29_04	3
2010Dec29_05	4
2010Dec29_06	2
2010Dec29_07	5
2010Dec29_08	3
2010Dec29_10	3
2010Dec29_12	1
2010Dec29_13	1
2010Dec29_14	5
2010Dec29_15	6
2010Dec29_16	7
2010Dec29_17	2
2010Dec29_18	4
2010Dec29_19	4
2010Dec29_20	10
2010Dec29_21	6
2010Dec29_22	4
2010Dec29_23	5
2010Dec30_00	5
2010Dec30_01	9
2010Dec30_02	8
2010Dec30_03	4
2010Dec30_04	2
2010Dec30_05	3
2010Dec30_06	4
2010Dec30_07	3
2010Dec30_08	2
2010Dec30_09	3
2010Dec30_10	3
2010Dec30_11	4
2010Dec30_12	4
2010Dec30_13	3
2010Dec30_14	5
2010Dec30_15	5
2010Dec30_16	8
2010Dec30_17	6
2010Dec30_18	4
2010Dec30_19	7
2010Dec30_20	7
2010Dec30_21	7
2010Dec30_22	8
2010Dec30_23	9
2010Dec31_00	5
2010Dec31_01	2
2010Dec31_02	6
2010Dec31_03	3
2010Dec31_04	2
2010Dec31_05	4
2010Dec31_06	5
2010Dec31_07	1
2010Dec31_08	2
2010Dec31_09	1
2010Dec31_10	3
2010Dec31_11	2
2010Dec31_12	5
2010Dec31_13	4
2010Dec31_14	4
2010Dec31_15	6
2010Dec31_16	3
2010Dec31_17	3
2010Dec31_18	6
2010Dec31_19	6
2010Dec31_20	5
2010Dec31_21	3
2010Dec31_22	5
2010Dec31_23	3
2010Feb01_00	1
2010Feb01_02	1
2010Feb01_16	1
2010Feb01_18	4
2010Feb01_21	2
2010Feb02_07	2
2010Feb02_09	2
2010Feb02_10	1
2010Feb02_16	1
2010Feb02_20	2
2010Feb03_04	1
2010Feb03_05	34
2010Feb03_16	1
2010Feb03_23	1
2010Feb05_04	1
2010Feb05_05	1
2010Feb05_09	1
2010Feb05_10	1
2010Feb05_14	2
2010Feb05_23	3
2010Feb06_12	1
2010Feb06_15	1
2010Feb06_17	1
2010Feb07_00	2
2010Feb07_03	1
2010Feb08_04	2
2010Feb08_16	1
2010Feb08_18	1
2010Feb09_07	1
2010Feb09_11	1
2010Feb09_20	1
2010Feb10_13	9
2010Feb10_18	2
2010Feb10_19	2
2010Feb10_22	1
2010Feb11_02	1
2010Feb11_05	1
2010Feb11_08	2
2010Feb12_01	5
2010Feb12_04	1
2010Feb12_19	1
2010Feb13_11	1
2010Feb14_15	1
2010Feb14_16	1
2010Feb14_18	5
2010Feb14_21	4
2010Feb15_00	1
2010Feb15_10	1
2010Feb15_14	1
2010Feb16_05	1
2010Feb16_13	1
2010Feb16_18	1
2010Feb16_21	1
2010Feb17_19	1
2010Feb18_04	1
2010Feb18_23	1
2010Feb19_01	1
2010Feb19_02	1
2010Feb19_20	2
2010Feb19_22	1
2010Feb20_18	1
2010Feb21_05	2
2010Feb21_20	1
2010Feb22_04	1
2010Feb22_06	1
2010Feb22_20	5
2010Feb22_21	1
2010Feb23_05	1
2010Feb23_06	1
2010Feb23_12	1
2010Feb23_16	1
2010Feb23_18	2
2010Feb23_20	2
2010Feb24_03	1
2010Feb24_05	1
2010Feb24_07	1
2010Feb24_08	1
2010Feb24_14	1
2010Feb26_02	4
2010Feb26_10	1
2010Feb26_13	1
2010Feb27_19	1
2010Feb28_00	5
2010Feb28_03	3
2010Feb28_17	1
2010Jan03_21	1
2010Jan04_05	1
2010Jan04_16	1
2010Jan04_20	1
2010Jan05_20	1
2010Jan06_18	1
2010Jan07_01	1
2010Jan07_04	1
2010Jan08_04	1
2010Jan08_05	2
2010Jan09_05	1
2010Jan09_11	1
2010Jan09_15	1
2010Jan09_19	1
2010Jan09_23	1
2010Jan12_01	1
2010Jan12_02	1
2010Jan12_03	1
2010Jan12_09	1
2010Jan12_17	1
2010Jan12_19	1
2010Jan12_20	1
2010Jan12_22	1
2010Jan14_07	1
2010Jan14_15	1
2010Jan14_19	1
2010Jan14_22	1
2010Jan16_17	1
2010Jan17_01	8
2010Jan17_04	1
2010Jan17_06	2
2010Jan17_07	1
2010Jan17_12	1
2010Jan17_13	3
2010Jan18_04	2
2010Jan18_13	1
2010Jan18_15	1
2010Jan19_00	1
2010Jan19_03	2
2010Jan19_05	1
2010Jan19_11	1
2010Jan19_23	2
2010Jan20_05	1
2010Jan20_13	1
2010Jan20_16	1
2010Jan21_01	2
2010Jan21_18	1
2010Jan21_23	1
2010Jan22_08	1
2010Jan22_14	1
2010Jan23_15	1
2010Jan23_22	1
2010Jan24_04	1
2010Jan24_06	1
2010Jan24_15	1
2010Jan24_20	1
2010Jan25_02	2
2010Jan25_09	1
2010Jan25_17	1
2010Jan25_22	1
2010Jan26_07	1
2010Jan26_09	1
2010Jan26_16	1
2010Jan27_14	1
2010Jan27_16	1
2010Jan28_16	1
2010Jan29_14	1
2010Jan29_16	9
2010Jan30_09	1
2010Jan30_19	1
2010Jan31_14	1
2010Jan31_15	2
2010Jan31_22	1
2010Jul01_02	1
2010Jul01_03	2
2010Jul01_05	1
2010Jul01_14	1
2010Jul01_16	1
2010Jul01_17	1
2010Jul01_19	2
2010Jul01_20	1
2010Jul01_21	2
2010Jul02_01	1
2010Jul02_08	1
2010Jul02_13	1
2010Jul02_14	2
2010Jul02_18	1
2010Jul02_21	1
2010Jul03_00	1
2010Jul03_06	1
2010Jul03_13	1
2010Jul03_17	2
2010Jul03_18	1
2010Jul03_19	1
2010Jul03_20	1
2010Jul03_23	1
2010Jul04_00	1
2010Jul04_12	1
2010Jul04_13	1
2010Jul04_18	2
2010Jul04_21	1
2010Jul05_04	1
2010Jul05_13	12
2010Jul05_16	1
2010Jul05_17	1
2010Jul05_20	1
2010Jul05_23	1
2010Jul06_02	1
2010Jul06_10	8
2010Jul06_12	2
2010Jul06_14	1
2010Jul06_16	2
2010Jul06_18	1
2010Jul06_19	1
2010Jul06_20	1
2010Jul06_22	1
2010Jul07_00	1
2010Jul07_01	1
2010Jul07_04	1
2010Jul07_13	1
2010Jul07_22	2
2010Jul08_00	1
2010Jul08_04	1
2010Jul08_11	1
2010Jul08_15	3
2010Jul09_00	1
2010Jul09_01	5
2010Jul09_02	1
2010Jul09_03	3
2010Jul09_05	1
2010Jul09_16	1
2010Jul09_18	1
2010Jul09_20	2
2010Jul09_23	1
2010Jul10_00	5
2010Jul10_01	1
2010Jul10_02	2
2010Jul10_04	1
2010Jul10_07	1
2010Jul10_17	1
2010Jul10_20	1
2010Jul10_22	1
2010Jul11_00	2
2010Jul11_01	1
2010Jul11_05	1
2010Jul11_12	1
2010Jul11_14	1
2010Jul11_17	2
2010Jul11_18	1
2010Jul11_20	1
2010Jul11_21	15
2010Jul11_23	1
2010Jul12_02	1
2010Jul12_13	1
2010Jul12_15	7
2010Jul12_16	1
2010Jul12_17	1
2010Jul12_21	1
2010Jul13_05	1
2010Jul13_07	2
2010Jul13_11	1
2010Jul13_20	1
2010Jul13_22	1
2010Jul14_01	1
2010Jul14_02	1
2010Jul14_03	4
2010Jul14_14	1
2010Jul14_17	1
2010Jul14_19	1
2010Jul14_20	1
2010Jul14_21	2
2010Jul15_00	2
2010Jul15_04	1
2010Jul15_15	1
2010Jul15_18	1
2010Jul15_20	1
2010Jul16_00	3
2010Jul16_01	1
2010Jul16_02	1
2010Jul16_09	1
2010Jul16_17	1
2010Jul16_18	2
2010Jul16_21	7
2010Jul16_23	2
2010Jul17_00	2
2010Jul17_01	1
2010Jul17_15	1
2010Jul17_21	1
2010Jul17_22	1
2010Jul17_23	1
2010Jul18_04	1
2010Jul18_05	4
2010Jul18_13	1
2010Jul18_15	1
2010Jul18_21	1
2010Jul19_03	1
2010Jul19_04	2
2010Jul19_17	1
2010Jul19_20	2
2010Jul20_01	1
2010Jul20_02	1
2010Jul20_14	2
2010Jul21_00	1
2010Jul21_07	1
2010Jul21_16	3
2010Jul21_17	2
2010Jul21_18	1
2010Jul21_19	2
2010Jul21_20	1
2010Jul21_21	2
2010Jul21_22	2
2010Jul22_00	4
2010Jul22_05	5
2010Jul22_12	1
2010Jul22_16	1
2010Jul23_00	1
2010Jul23_02	1
2010Jul23_05	2
2010Jul23_08	1
2010Jul23_12	1
2010Jul23_13	1
2010Jul23_18	1
2010Jul23_21	1
2010Jul24_12	1
2010Jul24_14	1
2010Jul24_19	1
2010Jul24_21	1
2010Jul25_10	1
2010Jul26_02	1
2010Jul26_03	1
2010Jul26_10	1
2010Jul27_00	1
2010Jul27_02	2
2010Jul27_10	10
2010Jul27_19	2
2010Jul28_05	2
2010Jul28_07	1
2010Jul28_10	1
2010Jul28_11	1
2010Jul28_12	1
2010Jul28_15	1
2010Jul28_17	1
2010Jul28_18	1
2010Jul28_19	2
2010Jul28_21	2
2010Jul29_01	1
2010Jul29_05	1
2010Jul29_10	1
2010Jul29_12	1
2010Jul29_13	8
2010Jul29_14	2
2010Jul29_15	1
2010Jul29_18	3
2010Jul29_21	3
2010Jul29_23	1
2010Jul30_06	1
2010Jul30_08	1
2010Jul30_19	1
2010Jul30_20	1
2010Jul30_21	1
2010Jul31_02	1
2010Jul31_06	1
2010Jul31_19	1
2010Jul31_23	1
2010Jun01_00	1
2010Jun01_01	1
2010Jun01_17	3
2010Jun01_20	2
2010Jun01_21	1
2010Jun02_01	2
2010Jun02_03	1
2010Jun02_13	1
2010Jun03_00	14
2010Jun03_01	1
2010Jun03_13	1
2010Jun03_19	2
2010Jun04_01	2
2010Jun04_03	1
2010Jun04_05	1
2010Jun04_17	2
2010Jun04_19	1
2010Jun04_20	1
2010Jun05_00	1
2010Jun05_01	2
2010Jun05_09	1
2010Jun05_13	1
2010Jun05_21	1
2010Jun05_22	1
2010Jun06_01	11
2010Jun06_20	1
2010Jun07_00	1
2010Jun07_13	1
2010Jun07_18	1
2010Jun08_04	1
2010Jun08_06	1
2010Jun08_12	1
2010Jun08_19	1
2010Jun09_08	2
2010Jun09_17	1
2010Jun09_20	1
2010Jun09_23	1
2010Jun10_02	1
2010Jun10_06	1
2010Jun10_16	1
2010Jun10_17	1
2010Jun10_22	1
2010Jun11_03	1
2010Jun11_13	1
2010Jun11_15	1
2010Jun11_18	3
2010Jun11_21	2
2010Jun12_00	1
2010Jun12_14	1
2010Jun12_15	1
2010Jun12_16	1
2010Jun12_18	2
2010Jun12_23	1
2010Jun13_00	1
2010Jun13_01	1
2010Jun13_06	2
2010Jun13_11	1
2010Jun13_15	1
2010Jun13_16	1
2010Jun13_18	1
2010Jun14_01	5
2010Jun14_07	1
2010Jun14_15	1
2010Jun14_23	1
2010Jun15_11	4
2010Jun15_17	1
2010Jun15_19	2
2010Jun15_21	2
2010Jun15_22	1
2010Jun15_23	9
2010Jun16_01	3
2010Jun16_10	1
2010Jun16_11	1
2010Jun16_17	1
2010Jun16_21	1
2010Jun17_05	1
2010Jun17_10	2
2010Jun17_15	2
2010Jun17_23	1
2010Jun18_00	1
2010Jun18_13	1
2010Jun18_16	1
2010Jun18_17	1
2010Jun18_19	1
2010Jun18_20	1
2010Jun19_02	1
2010Jun19_04	1
2010Jun19_09	1
2010Jun19_15	5
2010Jun19_16	1
2010Jun19_17	1
2010Jun20_03	3
2010Jun20_09	1
2010Jun20_10	84
2010Jun21_03	1
2010Jun21_06	1
2010Jun21_22	2
2010Jun22_00	2
2010Jun22_07	1
2010Jun22_11	1
2010Jun22_13	1
2010Jun22_17	1
2010Jun22_22	1
2010Jun23_18	1
2010Jun24_02	1
2010Jun24_10	1
2010Jun24_12	1
2010Jun24_18	1
2010Jun24_23	1
2010Jun25_01	2
2010Jun25_02	1
2010Jun25_05	1
2010Jun25_11	1
2010Jun25_16	2
2010Jun25_20	1
2010Jun25_23	1
2010Jun26_00	1
2010Jun26_08	15
2010Jun26_11	5
2010Jun26_13	1
2010Jun26_17	1
2010Jun26_22	1
2010Jun27_10	1
2010Jun27_20	1
2010Jun27_22	2
2010Jun27_23	2
2010Jun28_00	2
2010Jun28_03	1
2010Jun28_04	2
2010Jun28_05	2
2010Jun28_10	1
2010Jun28_12	11
2010Jun28_13	2
2010Jun28_16	1
2010Jun28_21	2
2010Jun28_23	1
2010Jun29_00	2
2010Jun29_02	1
2010Jun29_05	1
2010Jun29_17	1
2010Jun29_18	1
2010Jun29_19	2
2010Jun29_20	3
2010Jun30_00	1
2010Jun30_01	1
2010Jun30_04	1
2010Jun30_10	1
2010Jun30_13	1
2010Jun30_17	1
2010Jun30_19	1
2010Mar01_05	4
2010Mar01_17	1
2010Mar02_07	1
2010Mar02_18	1
2010Mar02_22	2
2010Mar03_00	1
2010Mar03_09	1
2010Mar03_11	1
2010Mar04_16	1
2010Mar04_20	1
2010Mar04_22	1
2010Mar05_19	1
2010Mar06_18	1
2010Mar06_21	1
2010Mar07_01	2
2010Mar07_02	1
2010Mar07_15	3
2010Mar07_18	1
2010Mar07_20	3
2010Mar08_06	5
2010Mar08_10	1
2010Mar08_18	2
2010Mar08_19	2
2010Mar09_14	1
2010Mar09_19	1
2010Mar10_00	1
2010Mar10_02	2
2010Mar10_15	1
2010Mar11_01	1
2010Mar11_08	1
2010Mar11_12	1
2010Mar12_04	2
2010Mar12_06	1
2010Mar13_21	1
2010Mar13_22	6
2010Mar14_01	2
2010Mar14_07	1
2010Mar14_11	1
2010Mar14_13	1
2010Mar14_14	1
2010Mar14_23	1
2010Mar15_14	1
2010Mar16_04	1
2010Mar16_12	2
2010Mar16_19	1
2010Mar16_20	1
2010Mar17_01	1
2010Mar17_02	1
2010Mar17_03	1
2010Mar17_04	1
2010Mar17_07	1
2010Mar17_12	1
2010Mar17_16	1
2010Mar17_17	1
2010Mar17_21	2
2010Mar18_00	1
2010Mar19_01	1
2010Mar19_14	1
2010Mar19_16	1
2010Mar19_21	1
2010Mar19_23	5
2010Mar20_04	1
2010Mar20_11	1
2010Mar20_15	1
2010Mar20_21	1
2010Mar21_04	1
2010Mar21_15	1
2010Mar21_16	5
2010Mar21_21	1
2010Mar22_02	1
2010Mar22_15	2
2010Mar22_23	1
2010Mar23_17	1
2010Mar24_00	1
2010Mar24_01	1
2010Mar24_15	1
2010Mar24_16	1
2010Mar24_19	1
2010Mar25_01	3
2010Mar25_06	1
2010Mar25_07	1
2010Mar25_14	1
2010Mar26_00	1
2010Mar26_03	1
2010Mar26_06	1
2010Mar27_10	1
2010Mar27_22	1
2010Mar27_23	1
2010Mar28_04	1
2010Mar28_11	2
2010Mar29_03	1
2010Mar29_08	2
2010Mar30_00	6
2010Mar30_19	1
2010Mar30_20	1
2010Mar31_08	1
2010May01_05	1
2010May01_12	1
2010May01_16	1
2010May01_18	1
2010May01_20	1
2010May01_23	1
2010May02_04	1
2010May02_15	1
2010May02_17	1
2010May02_20	1
2010May03_04	1
2010May03_17	1
2010May04_00	1
2010May04_07	1
2010May04_13	1
2010May04_16	2
2010May04_17	1
2010May04_22	2
2010May05_04	1
2010May05_08	1
2010May05_13	1
2010May05_18	1
2010May05_21	2
2010May05_22	1
2010May06_03	1
2010May06_06	2
2010May06_17	1
2010May06_18	1
2010May06_20	1
2010May06_23	1
2010May07_02	1
2010May07_11	1
2010May07_23	1
2010May08_03	1
2010May08_05	2
2010May08_08	1
2010May08_20	1
2010May09_02	1
2010May09_05	3
2010May09_06	2
2010May09_23	1
2010May10_09	1
2010May10_17	3
2010May11_05	1
2010May11_10	1
2010May11_16	1
2010May11_23	1
2010May12_02	2
2010May12_04	2
2010May12_20	1
2010May12_23	1
2010May14_03	1
2010May15_01	1
2010May15_05	1
2010May16_13	1
2010May16_15	1
2010May16_23	1
2010May17_01	1
2010May17_04	1
2010May17_06	1
2010May17_14	1
2010May18_04	1
2010May18_05	1
2010May18_06	1
2010May18_21	1
2010May19_01	1
2010May19_03	1
2010May19_05	1
2010May19_08	1
2010May19_12	1
2010May19_20	1
2010May20_01	1
2010May20_02	1
2010May20_05	1
2010May20_06	1
2010May20_07	1
2010May20_08	1
2010May20_17	1
2010May20_19	1
2010May21_02	1
2010May21_04	1
2010May21_06	1
2010May21_08	1
2010May21_20	1
2010May21_22	1
2010May22_00	2
2010May22_05	1
2010May22_14	1
2010May22_15	1
2010May22_22	1
2010May23_11	1
2010May23_14	1
2010May23_17	1
2010May23_19	1
2010May23_21	2
2010May24_14	1
2010May24_21	4
2010May25_14	1
2010May25_18	1
2010May25_23	1
2010May26_00	1
2010May26_02	5
2010May26_20	1
2010May26_23	1
2010May27_00	1
2010May27_06	1
2010May28_15	1
2010May28_16	1
2010May28_17	1
2010May28_18	1
2010May28_19	1
2010May28_20	1
2010May29_19	1
2010May30_04	2
2010May30_09	2
2010May30_16	1
2010May30_17	1
2010May30_18	1
2010May30_22	2
2010May31_06	2
2010May31_13	1
2010May31_16	1
2010May31_17	1
2010May31_19	2
2010Nov01_01	6
2010Nov01_04	1
2010Nov01_09	1
2010Nov01_11	1
2010Nov01_12	9
2010Nov01_13	2
2010Nov01_15	2
2010Nov01_16	2
2010Nov01_17	2
2010Nov01_18	1
2010Nov01_19	1
2010Nov01_20	1
2010Nov01_21	2
2010Nov01_22	1
2010Nov01_23	2
2010Nov02_01	4
2010Nov02_03	2
2010Nov02_04	3
2010Nov02_06	1
2010Nov02_09	1
2010Nov02_10	2
2010Nov02_13	1
2010Nov02_14	1
2010Nov02_16	2
2010Nov02_17	17
2010Nov02_18	1
2010Nov02_20	2
2010Nov02_21	1
2010Nov02_23	2
2010Nov03_00	1
2010Nov03_01	2
2010Nov03_02	2
2010Nov03_03	5
2010Nov03_04	1
2010Nov03_05	1
2010Nov03_06	1
2010Nov03_11	1
2010Nov03_13	1
2010Nov03_14	3
2010Nov03_15	3
2010Nov03_17	1
2010Nov03_18	1
2010Nov03_20	2
2010Nov03_22	1
2010Nov03_23	1
2010Nov04_01	1
2010Nov04_02	2
2010Nov04_03	2
2010Nov04_08	1
2010Nov04_13	2
2010Nov04_15	4
2010Nov04_16	2
2010Nov04_19	2
2010Nov04_20	1
2010Nov04_21	1
2010Nov04_22	3
2010Nov05_06	1
2010Nov05_07	3
2010Nov05_10	1
2010Nov05_11	1
2010Nov05_12	1
2010Nov05_13	1
2010Nov05_14	1
2010Nov05_15	1
2010Nov05_19	1
2010Nov05_20	1
2010Nov05_22	1
2010Nov05_23	3
2010Nov06_02	1
2010Nov06_06	1
2010Nov06_09	1
2010Nov06_11	1
2010Nov06_12	3
2010Nov06_14	4
2010Nov06_15	2
2010Nov06_16	1
2010Nov06_19	1
2010Nov06_20	6
2010Nov06_22	2
2010Nov06_23	2
2010Nov07_00	4
2010Nov07_01	1
2010Nov07_02	2
2010Nov07_03	1
2010Nov07_05	3
2010Nov07_06	3
2010Nov07_07	2
2010Nov07_09	2
2010Nov07_11	1
2010Nov07_13	1
2010Nov07_15	2
2010Nov07_16	3
2010Nov07_17	1
2010Nov07_18	2
2010Nov07_19	1
2010Nov07_20	2
2010Nov07_21	3
2010Nov07_23	9
2010Nov08_01	2
2010Nov08_03	2
2010Nov08_04	2
2010Nov08_06	1
2010Nov08_07	2
2010Nov08_12	1
2010Nov08_13	3
2010Nov08_17	3
2010Nov08_18	2
2010Nov08_19	3
2010Nov08_20	3
2010Nov08_21	4
2010Nov08_22	4
2010Nov08_23	2
2010Nov09_00	7
2010Nov09_01	2
2010Nov09_03	1
2010Nov09_04	1
2010Nov09_06	1
2010Nov09_13	2
2010Nov09_14	1
2010Nov09_16	2
2010Nov09_17	7
2010Nov09_18	1
2010Nov09_19	1
2010Nov09_20	2
2010Nov09_22	1
2010Nov09_23	2
2010Nov10_00	1
2010Nov10_01	2
2010Nov10_02	1
2010Nov10_03	2
2010Nov10_04	1
2010Nov10_05	1
2010Nov10_07	1
2010Nov10_08	1
2010Nov10_09	1
2010Nov10_10	1
2010Nov10_12	7
2010Nov10_13	2
2010Nov10_14	3
2010Nov10_15	1
2010Nov10_16	2
2010Nov10_17	4
2010Nov10_18	1
2010Nov10_21	2
2010Nov10_22	2
2010Nov11_00	2
2010Nov11_02	1
2010Nov11_03	3
2010Nov11_04	1
2010Nov11_06	2
2010Nov11_09	1
2010Nov11_10	1
2010Nov11_11	1
2010Nov11_15	1
2010Nov11_16	2
2010Nov11_18	3
2010Nov11_20	2
2010Nov11_21	3
2010Nov11_22	1
2010Nov11_23	3
2010Nov12_00	1
2010Nov12_01	1
2010Nov12_03	1
2010Nov12_04	1
2010Nov12_08	1
2010Nov12_11	2
2010Nov12_12	4
2010Nov12_13	1
2010Nov12_14	1
2010Nov12_15	4
2010Nov12_16	2
2010Nov12_17	1
2010Nov12_18	4
2010Nov12_22	2
2010Nov12_23	3
2010Nov13_00	1
2010Nov13_01	1
2010Nov13_02	1
2010Nov13_03	3
2010Nov13_04	3
2010Nov13_05	1
2010Nov13_07	2
2010Nov13_14	2
2010Nov13_15	1
2010Nov13_16	3
2010Nov13_17	3
2010Nov13_18	1
2010Nov13_19	1
2010Nov13_21	1
2010Nov13_22	3
2010Nov14_00	1
2010Nov14_01	2
2010Nov14_02	1
2010Nov14_03	4
2010Nov14_04	1
2010Nov14_05	1
2010Nov14_06	5
2010Nov14_14	1
2010Nov14_15	1
2010Nov14_16	3
2010Nov14_18	1
2010Nov14_19	1
2010Nov14_20	1
2010Nov14_21	1
2010Nov14_22	1
2010Nov14_23	2
2010Nov15_01	4
2010Nov15_02	3
2010Nov15_03	2
2010Nov15_04	3
2010Nov15_07	1
2010Nov15_11	1
2010Nov15_13	1
2010Nov15_14	1
2010Nov15_15	3
2010Nov15_16	4
2010Nov15_17	1
2010Nov15_18	2
2010Nov15_19	1
2010Nov15_20	1
2010Nov15_21	2
2010Nov15_22	1
2010Nov15_23	6
2010Nov16_00	5
2010Nov16_01	3
2010Nov16_02	3
2010Nov16_03	4
2010Nov16_05	1
2010Nov16_06	2
2010Nov16_13	1
2010Nov16_16	1
2010Nov16_17	3
2010Nov16_18	3
2010Nov16_19	3
2010Nov16_20	4
2010Nov16_21	3
2010Nov16_22	4
2010Nov16_23	4
2010Nov17_00	2
2010Nov17_01	1
2010Nov17_02	1
2010Nov17_03	1
2010Nov17_05	2
2010Nov17_09	1
2010Nov17_13	1
2010Nov17_14	1
2010Nov17_16	5
2010Nov17_17	4
2010Nov17_18	1
2010Nov17_19	2
2010Nov17_21	1
2010Nov17_22	3
2010Nov17_23	2
2010Nov18_00	2
2010Nov18_01	2
2010Nov18_02	7
2010Nov18_03	1
2010Nov18_04	4
2010Nov18_05	3
2010Nov18_06	2
2010Nov18_07	1
2010Nov18_08	2
2010Nov18_11	1
2010Nov18_13	1
2010Nov18_15	3
2010Nov18_17	1
2010Nov18_18	2
2010Nov18_19	2
2010Nov18_22	3
2010Nov18_23	2
2010Nov19_00	2
2010Nov19_01	1
2010Nov19_02	2
2010Nov19_03	2
2010Nov19_08	2
2010Nov19_11	1
2010Nov19_13	1
2010Nov19_14	1
2010Nov19_16	1
2010Nov19_17	2
2010Nov19_18	1
2010Nov19_19	5
2010Nov19_20	3
2010Nov19_21	1
2010Nov19_22	2
2010Nov20_00	5
2010Nov20_02	1
2010Nov20_03	2
2010Nov20_04	1
2010Nov20_08	1
2010Nov20_10	1
2010Nov20_11	6
2010Nov20_12	1
2010Nov20_14	9
2010Nov20_15	3
2010Nov20_16	1
2010Nov20_17	4
2010Nov20_18	3
2010Nov20_19	8
2010Nov20_20	5
2010Nov20_21	2
2010Nov20_22	1
2010Nov20_23	1
2010Nov21_00	1
2010Nov21_01	1
2010Nov21_02	2
2010Nov21_03	2
2010Nov21_04	3
2010Nov21_05	1
2010Nov21_06	1
2010Nov21_07	2
2010Nov21_14	1
2010Nov21_16	2
2010Nov21_17	3
2010Nov21_18	4
2010Nov21_19	1
2010Nov21_22	1
2010Nov21_23	3
2010Nov22_00	5
2010Nov22_01	2
2010Nov22_02	14
2010Nov22_03	1
2010Nov22_05	1
2010Nov22_06	2
2010Nov22_08	3
2010Nov22_10	1
2010Nov22_11	1
2010Nov22_13	3
2010Nov22_14	4
2010Nov22_15	2
2010Nov22_16	4
2010Nov22_17	4
2010Nov22_18	2
2010Nov22_19	3
2010Nov22_21	4
2010Nov22_22	6
2010Nov23_00	2
2010Nov23_01	3
2010Nov23_02	9
2010Nov23_03	2
2010Nov23_04	2
2010Nov23_05	1
2010Nov23_06	2
2010Nov23_07	1
2010Nov23_13	3
2010Nov23_14	1
2010Nov23_15	2
2010Nov23_16	1
2010Nov23_19	1
2010Nov23_20	5
2010Nov23_21	3
2010Nov23_22	7
2010Nov24_00	1
2010Nov24_01	9
2010Nov24_02	3
2010Nov24_03	2
2010Nov24_04	1
2010Nov24_07	3
2010Nov24_10	2
2010Nov24_12	1
2010Nov24_13	2
2010Nov24_14	7
2010Nov24_15	1
2010Nov24_16	1
2010Nov24_17	2
2010Nov24_18	4
2010Nov24_19	1
2010Nov24_21	2
2010Nov24_23	2
2010Nov25_00	2
2010Nov25_01	2
2010Nov25_02	5
2010Nov25_03	1
2010Nov25_04	3
2010Nov25_06	1
2010Nov25_07	1
2010Nov25_08	2
2010Nov25_09	1
2010Nov25_10	1
2010Nov25_11	1
2010Nov25_12	1
2010Nov25_13	2
2010Nov25_14	1
2010Nov25_15	4
2010Nov25_16	5
2010Nov25_17	1
2010Nov25_18	1
2010Nov25_19	2
2010Nov25_20	1
2010Nov25_21	1
2010Nov25_23	1
2010Nov26_00	4
2010Nov26_01	2
2010Nov26_02	3
2010Nov26_04	1
2010Nov26_06	2
2010Nov26_07	2
2010Nov26_09	1
2010Nov26_11	2
2010Nov26_13	1
2010Nov26_14	1
2010Nov26_15	3
2010Nov26_16	4
2010Nov26_18	3
2010Nov26_20	2
2010Nov26_21	3
2010Nov26_22	1
2010Nov26_23	4
2010Nov27_00	3
2010Nov27_01	4
2010Nov27_02	1
2010Nov27_04	4
2010Nov27_05	1
2010Nov27_06	1
2010Nov27_08	1
2010Nov27_09	3
2010Nov27_11	2
2010Nov27_13	1
2010Nov27_15	3
2010Nov27_16	1
2010Nov27_17	1
2010Nov27_18	5
2010Nov27_19	36
2010Nov27_20	3
2010Nov27_21	1
2010Nov27_22	1
2010Nov27_23	1
2010Nov28_00	4
2010Nov28_01	2
2010Nov28_03	7
2010Nov28_04	1
2010Nov28_05	2
2010Nov28_07	2
2010Nov28_08	1
2010Nov28_09	1
2010Nov28_10	1
2010Nov28_12	2
2010Nov28_15	1
2010Nov28_16	2
2010Nov28_17	2
